Sub,AgeAtTestingCalculated,Sex,TwinType,FA_A,FA_B,SC_A,SC_B
01013,37,2,1,-0.48085299147738486,-0.05647033594185566,-0.5866907580318322,-0.01308452199581972
01014,31,2,1,0.10720219117173045,-0.051985714623572016,0.2362317712986857,0.42614547332104447
01020,47,2,1,NA,0.257820220452595,NA,0.07326735137062695
01023,33,2,1,0.0081219045351468,-0.2660231383005108,0.41963291947601555,0.288482696174242
01026,39,2,1,0.16123876174761176,NA,0.11609779706800505,NA
01027,38,2,1,0.16973478607459289,NA,0.09921299034860193,NA
01029,45,2,1,NA,-0.08817857840812017,NA,-0.19807589025001815
01040,48,2,1,0.021326146460411297,-0.14283825616346582,0.2786172011454365,0.12301402758895716
01045,35,2,1,-0.12846528733330242,0.2783665472758117,0.171869065521844,0.19376751919522187
01065,46,2,3,-0.053183824787793633,NA,0.017239186950623948,NA
01077,39,2,3,-0.15592111714421567,-0.2095959484297718,0.17404687297391627,-0.0697163143948516
01086,39,2,3,-0.09127168963018586,0.3345357877744555,-0.27804825279440104,0.1354284879864207
01092,45,2,3,0.03799845894426118,-0.24489775548864526,0.04752682193438004,-0.35560414986418964
01105,46,2,3,-0.00701030103997999,0.48508242732038154,0.20489300584001754,0.15356483923041714
01122,40,2,3,-0.19492984180641462,NA,0.23375016678234609,NA
01153,51,1,1,0.13377187327523954,-0.0613771817189433,0.1647462658879615,0.5047594863592562
01220,20,1,3,NA,-0.367605845146465,NA,-0.2774590271753576
01291,32,1,3,-0.07020322967020506,0.19354247356105295,0.2644193167304125,0.3956583123288998
01313,48,1,3,-0.2089744328961175,NA,-0.3702431405386036,NA
01313,49,1,3,NA,0.12535876703441842,NA,-0.09762710436189798
01314,38,1,1,-0.006804682384410796,0.050382106671116825,0.24060856880685513,-0.1221672195627337
01319,36,1,1,0.30547377086401567,0.0349198721442025,0.2275025729306676,-0.10826436551271562
01328,44,1,1,NA,-0.08809538965719432,NA,-0.19287098589710627
01341,42,1,1,NA,0.14204870787439972,NA,0.2264214004859696
01357,39,1,1,0.2530123570357885,0.111640811646838,0.07468939513836921,0.4789446928289123
01360,48,1,1,0.02372097546037257,NA,0.1160924740274714,NA
01387,33,2,3,NA,0.04458550347005005,NA,0.3457155673853882
01392,46,2,3,-0.2884517291541291,0.3413927144125132,0.013856528120560156,0.30289514904132236
01403,46,2,3,-0.0750706274547383,0.09179868960913819,-0.17596595542977894,0.15245314074819535
01427,31,2,3,NA,-0.15380835109687488,NA,-0.45760490152532635
01438,22,2,3,-0.3491386866159062,NA,-0.32850268704150376,-0.15768631051196919
01440,39,2,1,NA,0.37928427774999723,NA,-0.176456886882618
01443,28,2,1,-0.13330252381536228,NA,0.38684696895625337,0.29263096216706097
01445,47,2,1,0.1451118306073384,0.11167608259200823,0.18775744266070798,0.4572365655357528
01454,35,2,1,NA,0.22201321558329756,NA,0.2850756421246999
01467,45,2,1,NA,0.013469221775171635,NA,-0.31623850705093126
01480,48,2,1,NA,NA,NA,0.20204545563552456
01495,30,2,1,-0.10067839595600342,-0.10583100150770795,0.03832243486021719,-0.26852972210011616
01519,32,1,1,0.16508554392969851,-0.27723281900612295,-0.3920989848151069,-0.3548806246675126
01544,21,1,1,-0.2787216642848611,0.09080264665407568,-0.08594513224293705,-0.6633609173312629
01569,30,1,1,-0.09006963430002553,-0.07521086274479569,-0.1355686185346363,-0.3784798881930941
01583,43,1,1,0.09955199044737133,NA,-0.039419819019236545,NA
01583,42,1,1,NA,0.17426542176656468,NA,0.07089463922248475
01587,43,1,1,0.12111134195052345,0.031033575612899746,-0.09231524249897598,0.13690760337754715
01594,36,2,3,0.03988170980420434,NA,0.19832032316391215,NA
01598,48,2,3,-0.340163548920829,NA,0.26824671378603043,NA
01607,34,2,3,NA,0.18070356033650328,NA,0.23429041853817523
01609,48,2,3,NA,-0.08502520835738997,NA,0.007696920902020768
01612,33,2,3,0.02559555031411766,-0.31661145713409045,-0.39395460059686277,0.18938366628586936
01614,43,2,3,0.10275597155885142,-0.06260240420945531,-0.5683491705743297,-0.09864908272822913
01638,40,2,3,NA,-0.4798476199627085,0.06371150451369245,-0.07431931361060945
01662,38,2,3,-0.09741359366583861,-0.04783289408418231,-0.7545111105050155,-0.25913651023138656
01673,44,2,3,-0.19814333221523597,0.2159155517772748,0.6034959087740994,-0.07664301200684746
01682,49,2,3,0.0766107063254996,0.25036392333920204,0.6393991097299065,0.2517408480199952
01698,50,2,1,-0.24068353781976812,-0.3749638765344759,-0.391344450297613,0.10569944404850007
01710,36,2,1,0.038067364845272275,NA,0.2123357590508264,NA
01715,30,2,1,0.03220466182346032,NA,-0.7740900742052472,NA
01730,34,2,1,-0.1908726346906513,0.04112788057887989,0.29128754270200224,-0.17210250260302665
01732,47,2,1,0.05856109292065497,0.24360306267992932,0.0481481132650293,-0.021588737984276227
01734,46,2,1,0.20882378715325767,0.0875520028564393,0.12620311209362248,0.03004638731428896
01740,48,2,1,0.023703813303928668,0.047011011570362984,0.045579762827886894,-0.15833700850653346
01745,40,2,1,0.06581770572332846,NA,-0.16178547768666873,NA
01748,50,2,1,-0.16938029474163757,0.49737619503105174,0.25653950960224514,0.0843390695141445
01753,51,1,1,0.21239661845464236,0.06754336919217388,0.14383616361809215,-0.28161589261855086
01754,46,1,1,-0.08391413874475029,-0.16273287550762366,0.5114272529570367,0.1659955699982327
01787,48,1,1,NA,-0.08568635395966052,NA,-0.10119065246973752
01843,44,2,3,0.006930444001015719,NA,-0.1443641258042202,NA
01845,47,2,3,0.2425678144732178,NA,-0.14516898163701294,NA
01876,44,2,3,NA,-0.027009171148416996,NA,-0.029288240046475608
01880,47,2,3,0.20036092563782415,0.0334488143140674,-0.04114676650996018,-0.19159245785379292
01882,21,2,3,0.23249561402177232,-0.22311989122436254,-0.24865653983886787,-0.2560621103622017
01898,21,2,3,0.05838549661666671,-0.22854012448887137,-0.42070840652427877,-0.4623995425581967
01911,28,2,3,-0.23460649642162476,NA,0.3203213920291749,NA
01931,44,2,1,-0.22117908387548196,NA,0.1417495077419193,NA
01937,40,2,1,0.2236565676210451,0.1510281148175854,-0.032607275817592665,0.15633152531659691
01961,45,2,1,NA,-0.2420880413345817,-0.0626373408968752,-0.06732804388335391
01970,45,2,1,NA,-0.025665221959203715,NA,0.22275023428760735
